# Fitted Temperatures:
# Downstream (K): 2388.7	1.3
# Upstream (K): 2374.9	1.4
# 
# Datacolumns:
# wavelength(nm)	DS_data	DS_fit
6.822232221349133852e+02 1.509758271799673139e+03 1.501542599092751061e+03
6.824858004143321750e+02 1.516081564908686005e+03 1.503756348693743121e+03
6.827483762936998346e+02 1.509804929696928639e+03 1.505970523669337808e+03
6.830109497717538716e+02 1.497258021119547720e+03 1.508185120049664420e+03
6.832735208472314525e+02 1.517931600387878234e+03 1.510400133867043451e+03
6.835360895188703125e+02 1.513996720111458671e+03 1.512615561155990235e+03
6.837986557854070497e+02 1.510074194348273522e+03 1.514831397953228361e+03
6.840612196455792855e+02 1.521556002307652079e+03 1.517047640297716498e+03
6.843237810981247549e+02 1.523672006913569248e+03 1.519264284230670683e+03
6.845863401417805107e+02 1.508736865700360568e+03 1.521481325795548628e+03
6.848488967752841745e+02 1.528974364850084157e+03 1.523698761038091561e+03
6.851114509973731401e+02 1.526542256541730012e+03 1.525916586006330135e+03
6.853740028067851426e+02 1.526464082589349800e+03 1.528134796750611031e+03
6.856365522022576897e+02 1.540760447538011704e+03 1.530353389323583087e+03
6.858990991825285164e+02 1.549641258522900216e+03 1.532572359780254828e+03
6.861616437463351303e+02 1.537469365111384604e+03 1.534791704177969677e+03
6.864241858924154940e+02 1.542243983861068045e+03 1.537011418576437791e+03
6.866867256195070013e+02 1.546627626415374607e+03 1.539231499037759932e+03
6.869492629263478420e+02 1.545776132136061051e+03 1.541451941626430880e+03
6.872117978116756376e+02 1.537876470993059002e+03 1.543672742409354669e+03
6.874743302742283504e+02 1.545724111005925579e+03 1.545893897455855722e+03
6.877368603127437154e+02 1.563437014188736612e+03 1.548115402837704096e+03
6.879993879259599225e+02 1.559733532117013965e+03 1.550337254629130712e+03
6.882619131126148204e+02 1.544825392572143983e+03 1.552559448906825537e+03
6.885244358714465989e+02 1.560017938164573252e+03 1.554781981749973284e+03
6.887869562011932203e+02 1.565780617159773556e+03 1.557004849240248404e+03
6.890494741005926471e+02 1.566630469814846720e+03 1.559228047461841015e+03
6.893119895683831828e+02 1.578294942296808586e+03 1.561451572501475084e+03
6.895745026033031309e+02 1.566778014630981488e+03 1.563675420448410023e+03
6.898370132040906810e+02 1.571000791554621856e+03 1.565899587394461605e+03
6.900995213694839094e+02 1.549081729010809340e+03 1.568124069434022886e+03
6.903620270982215743e+02 1.576147145757678345e+03 1.570348862664066473e+03
6.906245303890412970e+02 1.582315345306190693e+03 1.572573963184155900e+03
6.908870312406821768e+02 1.579458787426862500e+03 1.574799367096488368e+03
6.911495296518824034e+02 1.587888752859352735e+03 1.577025070505871099e+03
6.914120256213803941e+02 1.602296896101657694e+03 1.579251069519755674e+03
6.916745191479147934e+02 1.578924904849609447e+03 1.581477360248250307e+03
6.919370102302237910e+02 1.589585679878155361e+03 1.583703938804132804e+03
6.921994988670463727e+02 1.601888527585036172e+03 1.585930801302864666e+03
6.924619850571210691e+02 1.605206849607528966e+03 1.588157943862599495e+03
6.927244687991865248e+02 1.580270161864604233e+03 1.590385362604205056e+03
6.929869500919814982e+02 1.610273148591569452e+03 1.592613053651269411e+03
6.932494289342446336e+02 1.597743722712189310e+03 1.594841013130117290e+03
6.935119053247150305e+02 1.604855290720011453e+03 1.597069237169838516e+03
6.937743792621313332e+02 1.608655860039856634e+03 1.599297721902264811e+03
6.940368507452321865e+02 1.594338598326190322e+03 1.601526463462020729e+03
6.942993197727566894e+02 1.580739801019735751e+03 1.603755457986517740e+03
6.945617863434439414e+02 1.605497391603198821e+03 1.605984701615972654e+03
6.948242504560328143e+02 1.611875113940269330e+03 1.608214190493422848e+03
6.950867121092622938e+02 1.624529316131599217e+03 1.610443920764735822e+03
6.953491713018717064e+02 1.629945880167098267e+03 1.612673888578620790e+03
6.956116280325999242e+02 1.611301224764053359e+03 1.614904090086645738e+03
6.958740823001861600e+02 1.645109259433625311e+03 1.617134521443250833e+03
6.961365341033697405e+02 1.628591790317138930e+03 1.619365178805761843e+03
6.963989834408896513e+02 1.615721886995315572e+03 1.621596058334399004e+03
6.966614303114852191e+02 1.634311727065386776e+03 1.623827156192291341e+03
6.969238747138962253e+02 1.618839120119857171e+03 1.626058468545493497e+03
6.971863166468615418e+02 1.647221515171473357e+03 1.628289991562994373e+03
6.974487561091207226e+02 1.612040892231580756e+03 1.630521721416731452e+03
6.977111930994133218e+02 1.635451565984319132e+03 1.632753654281604440e+03
6.979736276164783249e+02 1.645935358072474855e+03 1.634985786335478224e+03
6.982360596590560817e+02 1.645586830923625030e+03 1.637218113759225616e+03
6.984984892258858054e+02 1.632715079615158402e+03 1.639450632736698026e+03
6.987609163157065950e+02 1.637280000411344872e+03 1.641683339454757288e+03
6.990233409272589142e+02 1.643383421615900033e+03 1.643916230103313183e+03
6.992857630592819760e+02 1.634224930238126262e+03 1.646149300875286826e+03
6.995481827105156754e+02 1.650653260774111686e+03 1.648382547966662514e+03
6.998105998796995664e+02 1.647996765936171414e+03 1.650615967576474986e+03
7.000730145655738852e+02 1.645012982405983848e+03 1.652849555906853084e+03
