# Fitted Temperatures:
# Downstream (K): 1790.5	1.1
# Upstream (K): 1821.0	3.0
# 
# Datacolumns:
# wavelength(nm)	DS_data	DS_fit
7.002623947840608025e+02 3.688566462834097365e+03 3.679776783740337123e+03
7.005247876897594779e+02 3.700568543104140645e+03 3.688711871824959417e+03
7.007871787158205734e+02 3.711662936916250601e+03 3.697659283938606677e+03
7.010495678609682955e+02 3.734990949010517852e+03 3.706619016173113323e+03
7.013119551239275324e+02 3.717207983465214966e+03 3.715591064583210027e+03
7.015743405034220359e+02 3.745998319169239039e+03 3.724575425186470966e+03
7.018367239981770354e+02 3.787264478333477655e+03 3.733572093963462521e+03
7.020991056069166234e+02 3.805679118932282563e+03 3.742581066857689166e+03
7.023614853283652337e+02 3.790636225126454974e+03 3.751602339775696237e+03
7.026238631612476411e+02 3.819127612127990233e+03 3.760635908587084032e+03
7.028862391042882791e+02 3.825768032454419426e+03 3.769681769124553284e+03
7.031486131562119226e+02 3.800510315832342712e+03 3.778739917183977013e+03
7.034109853157428915e+02 3.829634354258885651e+03 3.787810348524373239e+03
7.036733555816058470e+02 3.905723456988481303e+03 3.796893058868026856e+03
7.039357239525256773e+02 3.817887089970145098e+03 3.805988043900469165e+03
7.041980904272267026e+02 3.861091986301278212e+03 3.815095299270549731e+03
7.044604550044343796e+02 3.850927366694599641e+03 3.824214820590504587e+03
7.047228176828724600e+02 3.892638516739038550e+03 3.833346603435903944e+03
7.049851784612664005e+02 3.857534644755100089e+03 3.842490643345828175e+03
7.052475373383407486e+02 3.895097420854519896e+03 3.851646935822798241e+03
7.055098943128202791e+02 3.929494965641078579e+03 3.860815476332878461e+03
7.057722493834298803e+02 3.957320288350417286e+03 3.869996260305712440e+03
7.060346025488944406e+02 3.909068358400968009e+03 3.879189283134542620e+03
7.062969538079386211e+02 3.929814598838876464e+03 3.888394540176284863e+03
7.065593031592877651e+02 3.916424866372548422e+03 3.897612026751556641e+03
7.068216506016663061e+02 3.931413185920705928e+03 3.906841738144693863e+03
7.070839961337994737e+02 3.982171338139119143e+03 3.916083669603864564e+03
7.073463397544119289e+02 3.962956578429044839e+03 3.925337816341035705e+03
7.076086814622291286e+02 3.920101456997011155e+03 3.934604173532105960e+03
7.078710212559760748e+02 3.954607648774285735e+03 3.943882736316838418e+03
7.081333591343774287e+02 4.022622501849874425e+03 3.953173499798991088e+03
7.083956950961585335e+02 3.955383738113128857e+03 3.962476459046354194e+03
7.086580291400441638e+02 4.024320224559996404e+03 3.971791609090743805e+03
7.089203612647597765e+02 3.989595013961705263e+03 3.981118944928112796e+03
7.091826914690306012e+02 4.064411860424546830e+03 3.990458461518548575e+03
7.094450197515812988e+02 4.055114889107397175e+03 3.999810153786324463e+03
7.097073461111376673e+02 4.033080424914295691e+03 4.009174016620002476e+03
7.099696705464245952e+02 4.038478977456461962e+03 4.018550044872376475e+03
7.102319930561670844e+02 4.017692821358898982e+03 4.027938233360591312e+03
7.104943136390911604e+02 4.039789646338953389e+03 4.037338576866218318e+03
7.107566322939213705e+02 4.096315130737133586e+03 4.046751070135184364e+03
7.110189490193832853e+02 4.088572281764966192e+03 4.056175707877932837e+03
7.112812638142023616e+02 4.080130844023120972e+03 4.065612484769437287e+03
7.115435766771036015e+02 4.049595295583688312e+03 4.075061395449200973e+03
7.118058876068129166e+02 4.088442462131301454e+03 4.084522434521386913e+03
7.120681966020554228e+02 4.085286935122211617e+03 4.093995596554792428e+03
7.123305036615568042e+02 4.137889097778259384e+03 4.103480876082930990e+03
7.125928087840419494e+02 4.094768532565432906e+03 4.112978267604069515e+03
7.128551119682368835e+02 4.112087153033018694e+03 4.122487765581290660e+03
7.131174132128668361e+02 4.170302111044981757e+03 4.132009364442526930e+03
7.133797125166577189e+02 4.129288757659358453e+03 4.141543058580619800e+03
7.136420098783346475e+02 4.119608910166452006e+03 4.151088842353336076e+03
7.139043052966235336e+02 4.142741422802319903e+03 4.160646710083464313e+03
7.141665987702497205e+02 4.192228364815870009e+03 4.170216656058843000e+03
7.144288902979393470e+02 4.166593451907230701e+03 4.179798674532381483e+03
7.146911798784174152e+02 4.141814287593837435e+03 4.189392759722152732e+03
7.149534675104099506e+02 4.148893658108985619e+03 4.198998905811405166e+03
7.152157531926426373e+02 4.145081586045165750e+03 4.208617106948650871e+03
7.154780369238415005e+02 4.184092340649858670e+03 4.218247357247705622e+03
7.157403187027317699e+02 4.227621564947303341e+03 4.227889650787665232e+03
7.160025985280394707e+02 4.231438183815715092e+03 4.237543981613074720e+03
7.162648763984905145e+02 4.269575363592029134e+03 4.247210343733899208e+03
7.165271523128108129e+02 4.266234679862708617e+03 4.256888731125607592e+03
7.167894262697260501e+02 4.236249767211886137e+03 4.266579137729177091e+03
7.170516982679619105e+02 4.240533294191209279e+03 4.276281557451183289e+03
7.173139683062447602e+02 4.259359995779761448e+03 4.285995984163887442e+03
7.175762363833003974e+02 4.240390516091698373e+03 4.295722411705181003e+03
7.178385024978546198e+02 4.256834320216229571e+03 4.305460833878734775e+03
7.181007666486336802e+02 4.278121448944992153e+03 4.315211244453984364e+03
7.183630288343633765e+02 4.268488519799921050e+03 4.324973637166232947e+03
7.186252890537697340e+02 4.313904440315741340e+03 4.334748005716649459e+03
7.188875473055790053e+02 4.296515839059081372e+03 4.344534343772391367e+03
7.191498035885172158e+02 4.300496470333241632e+03 4.354332644966573753e+03
7.194120579013105043e+02 4.348137527816986221e+03 4.364142902898366629e+03
7.196743102426851237e+02 4.308193465826690044e+03 4.373965111133058599e+03
7.199365606113669855e+02 4.347804307954182150e+03 4.383799263202058683e+03
7.201988090060823424e+02 4.361412139464042411e+03 4.393645352602975436e+03
7.204610554255577881e+02 4.391300844474620135e+03 4.403503372799727003e+03
7.207232998685190068e+02 4.365554331030803951e+03 4.413373317222472906e+03
7.209855423336925924e+02 4.340841690804499194e+03 4.423255179267772291e+03
7.212477828198046836e+02 4.416278109916502217e+03 4.433148952298545737e+03
7.215100213255819881e+02 4.414557123905539811e+03 4.443054629644255328e+03
7.217722578497505310e+02 4.405487512120181236e+03 4.452972204600806435e+03
7.220344923910369062e+02 4.420480282666491803e+03 4.462901670430710510e+03
7.222967249481672525e+02 4.431374572230973172e+03 4.472843020363090545e+03
7.225589555198681637e+02 4.440599117670753913e+03 4.482796247593716544e+03
7.228211841048658926e+02 4.486054842186699716e+03 4.492761345285133757e+03
7.230834107018873738e+02 4.443949628362834119e+03 4.502738306566649044e+03
7.233456353096587463e+02 4.469114091580523564e+03 4.512727124534377253e+03
7.236078579269064903e+02 4.469949273533419728e+03 4.522727792251341270e+03
7.238700785523576542e+02 4.477368727633377603e+03 4.532740302747517489e+03
7.241322971847383769e+02 4.518725723225793445e+03 4.542764649019857643e+03
7.243945138227752523e+02 4.543080372442437692e+03 4.552800824032346100e+03
7.246567284651951013e+02 4.541623118891198828e+03 4.562848820716109913e+03
7.249189411107247452e+02 4.532952535082536997e+03 4.572908631969407907e+03
7.251811517580905502e+02 4.551956222165099462e+03 4.582980250657680699e+03
7.254433604060194511e+02 4.543030585179385525e+03 4.593063669613695311e+03
7.257055670532380418e+02 4.624220399878466196e+03 4.603158881637490595e+03
7.259677716984731433e+02 4.574946612076722886e+03 4.613265879496482739e+03
7.262299743404516903e+02 4.591047416946236808e+03 4.623384655925528023e+03
7.264921749779002766e+02 4.626943122129335279e+03 4.633515203626962830e+03
7.267543736095460645e+02 4.641765840125066461e+03 4.643657515270659133e+03
7.270165702341155338e+02 4.639854919762650752e+03 4.653811583494062688e+03
7.272787648503363016e+02 4.635514020413290382e+03 4.663977400902314912e+03
7.275409574569342794e+02 4.595709561160709200e+03 4.674154960068184664e+03
7.278031480526373116e+02 4.673990232368596480e+03 4.684344253532290168e+03
7.280653366361717644e+02 4.665682865296960699e+03 4.694545273802953488e+03
7.283275232062652549e+02 4.642278686855900560e+03 4.704758013356467927e+03
7.285897077616442630e+02 4.663749985416808158e+03 4.714982464637001613e+03
7.288518903010361782e+02 4.786042516118468484e+03 4.725218620056684813e+03
7.291140708231679355e+02 4.777486961602905467e+03 4.735466471995716347e+03
7.293762493267668106e+02 4.721486857269414031e+03 4.745726012802397236e+03
7.296384258105597382e+02 4.751358773002002636e+03 4.755997234793115240e+03
7.299006002732742218e+02 4.713380809680380480e+03 4.766280130252532217e+03
7.301627727136371959e+02 4.808117151288371133e+03 4.776574691433522275e+03
7.304249431303758229e+02 4.787870470785399448e+03 4.786880910557290008e+03
7.306871115222176059e+02 4.784253218260387257e+03 4.797198779813431429e+03
7.309492778878897070e+02 4.793439611106379743e+03 4.807528291359944888e+03
7.312114422261192885e+02 4.775275087179853472e+03 4.817869437323316561e+03
7.314736045356341947e+02 4.798483874564465623e+03 4.828222209798606855e+03
7.317357648151610192e+02 4.828194307241148636e+03 4.838586600849408569e+03
7.319979230634280611e+02 4.786659469589296350e+03 4.848962602508075179e+03
7.322600792791616868e+02 4.865007055616224534e+03 4.859350206775556217e+03
7.325222334610900816e+02 4.854375181549639819e+03 4.869749405621679216e+03
7.327843856079407487e+02 4.813611678941600985e+03 4.880160190985012377e+03
7.330465357184408504e+02 4.841117964331665462e+03 4.890582554773072843e+03
7.333086837913181171e+02 4.896166731730816537e+03 4.901016488862287588e+03
7.335708298252999384e+02 4.841305205556579494e+03 4.911461985098083460e+03
7.338329738191138176e+02 4.921114210312565774e+03 4.921919035294959031e+03
7.340951157714878264e+02 4.908750093886164905e+03 4.932387631236543712e+03
7.343572556811491268e+02 4.910393733425439677e+03 4.942867764675590479e+03
7.346193935468254494e+02 4.959114383563350202e+03 4.953359427334129578e+03
7.348815293672449798e+02 4.975424575273018490e+03 4.963862610903490349e+03
7.351436631411348799e+02 4.946674677469944982e+03 4.974377307044295776e+03
7.354057948672227667e+02 4.942281231601320542e+03 4.984903507386604360e+03
7.356679245442372803e+02 4.955027266988138763e+03 4.995441203529985614e+03
7.359300521709053555e+02 4.965229559484379024e+03 5.005990387043438204e+03
7.361921777459550640e+02 4.990950531702956141e+03 5.016551049465614597e+03
7.364543012681143637e+02 4.988687906671603741e+03 5.027123182304787406e+03
7.367164227361110989e+02 4.989214910712658821e+03 5.037706777038929431e+03
7.369785421486733412e+02 4.985023049234316204e+03 5.048301825115773681e+03
7.372406595045285940e+02 5.041649674513615537e+03 5.058908317952847028e+03
7.375027748024053835e+02 4.989013930699111370e+03 5.069526246937594806e+03
7.377648880410312131e+02 5.076995083751903621e+03 5.080155603427343522e+03
7.380269992191346091e+02 5.029235202185535854e+03 5.090796378749478208e+03
7.382891083354430748e+02 5.109268437484157403e+03 5.101448564201372392e+03
7.385512153886850228e+02 5.054879747928440338e+03 5.112112151050554530e+03
7.388133203775885249e+02 5.057773296318878238e+03 5.122787130534717107e+03
7.390754233008818801e+02 5.035961763531721772e+03 5.133473493861773022e+03
7.393375241572928189e+02 5.164382574335048957e+03 5.144171232209930167e+03
7.395996229455497541e+02 5.093915535632431784e+03 5.154880336727754184e+03
7.398617196643809848e+02 5.056050702156001535e+03 5.165600798534205751e+03
7.401238143125146962e+02 5.187159452120351489e+03 5.176332608718743359e+03
7.403859068886791874e+02 5.115508890555541257e+03 5.187075758341320579e+03
7.406479973916027575e+02 5.142726132045356280e+03 5.197830238432521583e+03
7.409100858200135917e+02 5.161174060598970755e+03 5.208596039993529303e+03
7.411721721726403302e+02 5.200669579179289030e+03 5.219373153996298242e+03
7.414342564482111584e+02 5.166217424638227385e+03 5.230161571383488990e+03
7.416963386454546026e+02 5.175597445721711665e+03 5.240961283068641933e+03
7.419584187630990755e+02 5.222282318646050044e+03 5.251772279936168161e+03
7.422204967998727625e+02 5.244126892098885946e+03 5.262594552841414952e+03
7.424825727545047584e+02 5.237029848758445951e+03 5.273428092610805834e+03
7.427446466257231350e+02 5.250959802421953100e+03 5.284272890041740538e+03
7.430067184122566459e+02 5.202106856936431541e+03 5.295128935902842386e+03
7.432687881128337040e+02 5.314462514764793923e+03 5.305996220933857330e+03
7.435308557261830629e+02 5.270643799279856466e+03 5.316874735845825853e+03
7.437929212510333628e+02 5.262961396937944301e+03 5.327764471321112978e+03
7.440549846861132437e+02 5.302953412262771963e+03 5.338665418013417366e+03
7.443170460301513458e+02 5.267272921916836822e+03 5.349577566547926835e+03
7.445791052818768776e+02 5.365280756874088183e+03 5.360500907521302906e+03
7.448411624400177971e+02 5.316144171187043867e+03 5.371435431501732637e+03
7.451032175033035401e+02 5.321892521776786452e+03 5.382381129029093245e+03
7.453652704704622920e+02 5.338760169333093472e+03 5.393337990614881164e+03
7.456273213402236024e+02 5.320811190790642286e+03 5.404306006742393947e+03
7.458893701113161114e+02 5.337289004070727970e+03 5.415285167866691154e+03
7.461514167824683454e+02 5.410971265360069083e+03 5.426275464414711678e+03
7.464134613524099677e+02 5.334356754141855163e+03 5.437276886785354691e+03
7.466755038198690499e+02 5.424645225627377840e+03 5.448289425349423254e+03
7.469375441835752554e+02 5.400485356889364994e+03 5.459313070449868974e+03
7.471995824422572241e+02 5.397304188046859963e+03 5.470347812401699230e+03
7.474616185946443920e+02 5.400743775478476891e+03 5.481393641492138158e+03
7.477236526394655129e+02 5.447605039299000964e+03 5.492450547980595729e+03
7.479856845754496817e+02 5.478404641693033227e+03 5.503518522098812355e+03
7.482477144013259931e+02 5.453496786242797498e+03 5.514597554050888903e+03
7.485097421158241104e+02 5.417768926571783595e+03 5.525687634013364914e+03
7.487717677176726738e+02 5.476297474009907091e+03 5.536788752135220420e+03
7.490337912056012328e+02 5.513953593676813398e+03 5.547900898538033289e+03
7.492958125783387686e+02 5.486635786732953420e+03 5.559024063315941930e+03
7.495578318346148308e+02 5.486779142035815312e+03 5.570158236535813558e+03
7.498198489731585141e+02 5.523653930495979694e+03 5.581303408237189615e+03
7.500818639926992546e+02 5.533197166127021774e+03 5.592459568432448577e+03
7.503438768919663744e+02 5.562185031091183191e+03 5.603626707106815957e+03
7.506058876696893094e+02 5.535455327255253906e+03 5.614804814218454339e+03
7.508678963245974955e+02 5.582774091953256175e+03 5.625993879698464298e+03
7.511299028554205961e+02 5.572319713217842946e+03 5.637193893451076292e+03
7.513919072608875922e+02 5.582906183411180791e+03 5.648404845353551536e+03
7.516539095397283745e+02 5.620749299526913092e+03 5.659626725256349346e+03
7.519159096906723789e+02 5.607428985475382433e+03 5.670859522983182615e+03
7.521779077124491550e+02 5.641526857294254114e+03 5.682103228331043283e+03
7.524399036037884798e+02 5.700628906797595846e+03 5.693357831070299653e+03
7.527018973634196755e+02 5.611763060381777905e+03 5.704623320944740044e+03
7.529638889900728600e+02 5.609787692810505177e+03 5.715899687671620086e+03
7.532258784824772420e+02 5.721990362914937577e+03 5.727186920941774588e+03
7.534878658393628257e+02 5.662715627289074291e+03 5.738485010419623904e+03
7.537498510594591608e+02 5.720027215772826821e+03 5.749793945743300355e+03
7.540118341414963652e+02 5.709864392589449380e+03 5.761113716524657320e+03
7.542738150842041023e+02 5.743861159650246009e+03 5.772444312349341089e+03
7.545357938863119216e+02 5.775354182866933115e+03 5.783785722776874536e+03
7.547977705465502822e+02 5.807334926427451137e+03 5.795137937340729877e+03
7.550597450636485064e+02 5.764987396079599421e+03 5.806500945548325944e+03
7.553217174363367121e+02 5.799972686540958421e+03 5.817874736881170065e+03
7.555836876633449037e+02 5.760861100017697936e+03 5.829259300794921728e+03
7.558456557434029719e+02 5.796729758532726009e+03 5.840654626719337102e+03
7.561076216752413757e+02 5.839884913891432916e+03 5.852060704058524607e+03
7.563695854575896647e+02 5.822602243019079651e+03 5.863477522190820309e+03
7.566315470891781843e+02 5.872765976126882379e+03 5.874905070468978920e+03
7.568935065687367114e+02 5.887234737401863640e+03 5.886343338220156511e+03
7.571554638949955915e+02 5.858136857796359436e+03 5.897792314746074226e+03
7.574174190666852837e+02 5.862791098925140432e+03 5.909251989322972804e+03
7.576793720825357923e+02 5.915775547408828970e+03 5.920722351201727179e+03
7.579413229412771216e+02 5.877673652486753781e+03 5.932203389607893769e+03
7.582032716416397307e+02 5.955326192799411729e+03 5.943695093741828714e+03
7.584652181823538513e+02 5.951483734359338087e+03 5.955197452778669685e+03
7.587271625621497151e+02 5.879229449052504606e+03 5.966710455868467761e+03
7.589891047797582360e+02 5.920430749622594703e+03 5.978234092136240179e+03
7.592510448339089635e+02 5.833845293386641970e+03 5.989768350681947595e+03
7.595129827233330388e+02 5.944942256429873851e+03 6.001313220580695088e+03
7.597749184467603527e+02 5.941542909470298582e+03 6.012868690882686678e+03
7.600368520029214778e+02 6.011722633280377522e+03 6.024434750613371762e+03
7.602987833905472144e+02 5.984684552811124377e+03 6.036011388773454200e+03
7.605607126083679077e+02 5.977150578626068636e+03 6.047598594338979638e+03
7.608226396551141306e+02 5.971611659158722432e+03 6.059196356261365509e+03
7.610845645295165696e+02 5.990857133775622970e+03 6.070804663467536557e+03
7.613464872303057973e+02 6.011814725006192930e+03 6.082423504859902096e+03
7.616084077562125003e+02 5.993736368636027692e+03 6.094052869316492433e+03
7.618703261059672514e+02 6.041224154398074461e+03 6.105692745690987977e+03
7.621322422783007369e+02 5.948635573254269730e+03 6.117343122812770162e+03
7.623941562719439844e+02 6.055258580658157371e+03 6.129003989487066065e+03
7.626560680856273393e+02 6.098587756652141252e+03 6.140675334494883828e+03
7.629179777180821702e+02 6.118423579522013824e+03 6.152357146593173638e+03
7.631798851680387088e+02 6.141783659072684713e+03 6.164049414514869568e+03
7.634417904342286647e+02 6.118368267927630768e+03 6.175752126968974153e+03
7.637036935153819286e+02 6.120862961911538150e+03 6.187465272640522926e+03
7.639655944102299827e+02 6.132913391484530621e+03 6.199188840190817245e+03
7.642274931175038546e+02 6.084937144342326974e+03 6.210922818257346080e+03
7.644893896359345717e+02 6.098155130244070278e+03 6.222667195453909699e+03
7.647512839642528206e+02 6.169322182198258815e+03 6.234421960370648776e+03
7.650131761011898561e+02 6.118381520118235130e+03 6.246187101574181725e+03
7.652750660454769331e+02 6.093504381482702229e+03 6.257962607607630162e+03
7.655369537958448518e+02 6.209443496262537337e+03 6.269748466990625275e+03
7.657988393510250944e+02 6.239299270373375293e+03 6.281544668219465166e+03
7.660607227097485747e+02 6.255598020955083484e+03 6.293351199767130311e+03
7.663226038707463204e+02 6.297822787716327184e+03 6.305168050083328126e+03
7.665844828327503819e+02 6.171048208056685326e+03 6.316995207594663043e+03
7.668463595944911049e+02 6.237848779257849856e+03 6.328832660704533737e+03
7.671082341547006536e+02 6.154209045007402892e+03 6.340680397793387783e+03
7.673701065121094871e+02 6.230486928039528721e+03 6.352538407218594330e+03
7.676319766654496561e+02 6.202588127820688896e+03 6.364406677314657827e+03
7.678938446134523019e+02 6.223661593147870917e+03 6.376285196393234401e+03
7.681557103548487930e+02 6.279546334654528437e+03 6.388173952743162772e+03
7.684175738883706117e+02 6.283273938518786963e+03 6.400072934630550662e+03
7.686794352127495813e+02 6.273610191969995867e+03 6.411982130298946686e+03
7.689412943267166156e+02 6.386297075258143195e+03 6.423901527969132076e+03
7.692031512290039927e+02 6.315527700097119123e+03 6.435831115839532686e+03
7.694650059183428539e+02 6.341015658004637771e+03 6.447770882086000711e+03
7.697268583934647950e+02 6.333767846341860604e+03 6.459720814862024781e+03
7.699887086531016394e+02 6.317283907886586348e+03 6.471680902298786350e+03
7.702505566959850967e+02 6.367525299416026428e+03 6.483651132505156056e+03
7.705124025208468765e+02 6.326799371284730114e+03 6.495631493567835605e+03
7.707742461264182339e+02 6.372352817954703823e+03 6.507621973551357769e+03
7.710360875114319015e+02 6.372162638278442500e+03 6.519622560498237362e+03
7.712979266746190206e+02 6.372121178525608229e+03 6.531633242428925769e+03
7.715597636147116418e+02 6.401573385729334404e+03 6.543654007341962824e+03
7.718215983304411338e+02 6.431436390803723953e+03 6.555684843213973181e+03
7.720834308205403431e+02 6.481633015807617085e+03 6.567725737999867306e+03
7.723452610837407519e+02 6.471102834937918487e+03 6.579776679632712330e+03
7.726070891187739562e+02 6.468922915734311573e+03 6.591837656023921227e+03
7.728689149243725751e+02 6.438736478125304529e+03 6.603908655063312835e+03
7.731307384992683183e+02 6.468637064849849594e+03 6.615989664619150062e+03
7.733925598421934637e+02 6.585879150465625571e+03 6.628080672538212639e+03
7.736543789518797212e+02 6.472977489613379475e+03 6.640181666645830774e+03
7.739161958270595960e+02 6.533867978984525507e+03 6.652292634746037038e+03
7.741780104664650253e+02 6.553776610767931743e+03 6.664413564621539990e+03
7.744398228688285144e+02 6.549607009859685604e+03 6.676544444033829677e+03
7.747016330328818867e+02 6.567626966503165931e+03 6.688685260723212195e+03
7.749634409573576477e+02 6.587622970930973679e+03 6.700836002408967943e+03
7.752252466409880753e+02 6.639773570360315716e+03 6.712996656789322515e+03
7.754870500825055615e+02 6.691953414784573397e+03 6.725167211541503093e+03
7.757488512806421568e+02 6.658222869942954276e+03 6.737347654321887603e+03
7.760106502341307078e+02 6.613912097211389664e+03 6.749537972766008352e+03
7.762724469417034925e+02 6.711654344301319725e+03 6.761738154488630244e+03
7.765342414020925617e+02 6.640234373759476512e+03 6.773948187083788980e+03
7.767960336140308755e+02 6.692955223265015775e+03 6.786168058124978415e+03
7.770578235762505983e+02 6.655511876047780788e+03 6.798397755165005947e+03
7.773196112874846904e+02 6.707294378736216458e+03 6.810637265736265363e+03
7.775813967464652023e+02 6.777875476213515867e+03 6.822886577350681364e+03
7.778431799519254355e+02 6.816298989576425811e+03 6.835145677499801423e+03
7.781049609025976679e+02 6.807723506738047035e+03 6.847414553654869451e+03
7.783667395972142913e+02 6.759570089830239340e+03 6.859693193266879462e+03
7.786285160345087206e+02 6.763462834744846077e+03 6.871981583766684707e+03
7.788902902132131203e+02 6.777742891741727362e+03 6.884279712564980400e+03
7.791520621320603368e+02 6.732184029348669355e+03 6.896587567052451959e+03
7.794138317897833304e+02 6.872016240845193352e+03 6.908905134599786834e+03
7.796755991851148337e+02 6.823582414807707210e+03 6.921232402557758178e+03
7.799373643167881482e+02 6.848843530280963932e+03 6.933569358257331260e+03
7.801991271835356656e+02 6.884827536129655527e+03 6.945915989009613440e+03
7.804608877840904597e+02 7.018135422027829918e+03 6.958272282106054263e+03
7.807226461171856045e+02 7.004883153476753250e+03 6.970638224818422714e+03
7.809844021815542874e+02 6.968719695112168665e+03 6.983013804398926368e+03
7.812461559759289003e+02 7.003928243217364070e+03 6.995399008080208660e+03
7.815079074990431991e+02 7.033073041622170422e+03 7.007793823075482578e+03
7.817696567496301441e+02 6.965573623789072371e+03 7.020198236578598880e+03
7.820314037264224680e+02 7.015910925554740970e+03 7.032612235764023353e+03
7.822931484281540406e+02 7.006898626741269254e+03 7.045035807787022350e+03
7.825548908535574810e+02 7.037989564050827539e+03 7.057468939783601854e+03
7.828166310013659768e+02 7.046575701192095948e+03 7.069911618870683924e+03
7.830783688703137386e+02 7.101828255712686769e+03 7.082363832146166715e+03
7.833401044591327036e+02 7.137899467980254485e+03 7.094825566688815343e+03
7.836018377665574235e+02 7.153696111096954155e+03 7.107296809558631139e+03
7.838635687913205174e+02 7.204584884294446056e+03 7.119777547796582439e+03
7.841252975321556278e+02 7.179324562145451637e+03 7.132267768424971109e+03
7.843870239877963968e+02 7.213711938023751827e+03 7.144767458447289755e+03
7.846487481569760121e+02 7.309180317543597084e+03 7.157276604848374518e+03
7.849104700384281159e+02 7.225035413990461166e+03 7.169795194594467830e+03
7.851721896308860096e+02 7.252635300437012120e+03 7.182323214633234784e+03
7.854339069330835628e+02 7.325892146223383861e+03 7.194860651893905924e+03
7.856956219437541904e+02 7.238642450275557167e+03 7.207407493287262696e+03
7.859573346616319895e+02 7.234286947376416720e+03 7.219963725705826619e+03
7.862190450854500341e+02 7.192155075871979534e+03 7.232529336023694668e+03
7.864807532139421937e+02 7.280896632266234519e+03 7.245104311096858510e+03
7.867424590458424518e+02 7.392699594176200662e+03 7.257688637763142651e+03
7.870041625798845644e+02 7.391635445279251144e+03 7.270282302842277204e+03
7.872658638148019463e+02 7.364603235603308349e+03 7.282885293135943357e+03
7.875275627493288084e+02 7.422016134647193212e+03 7.295497595427928900e+03
7.877892593821990204e+02 7.459431095452662703e+03 7.308119196484070017e+03
7.880509537121462245e+02 7.400015931761615320e+03 7.320750083052428636e+03
7.883126457379046315e+02 7.511660697797692592e+03 7.333390241863267875e+03
7.885743354582079974e+02 7.452960875190389743e+03 7.346039659629193920e+03
7.888360228717905329e+02 7.432717174121175958e+03 7.358698323045150573e+03
7.890977079773862215e+02 7.458304967741159089e+03 7.371366218788563856e+03
7.893593907737292739e+02 7.485119138461215698e+03 7.384043333519309272e+03
7.896210712595535597e+02 7.545644391910747800e+03 7.396729653879834586e+03
7.898827494335934034e+02 7.592710683652747321e+03 7.409425166495288977e+03
7.901444252945826747e+02 7.533845661559856126e+03 7.422129857973416620e+03
7.904060988412560391e+02 7.541585733999671902e+03 7.434843714904799526e+03
7.906677700723475937e+02 7.507532523043212677e+03 7.447566723862814797e+03
7.909294389865913217e+02 7.664894156817971634e+03 7.460298871403735575e+03
7.911911055827217751e+02 7.618257117978187125e+03 7.473040144066770154e+03
7.914527698594736194e+02 7.652708485195551475e+03 7.485790528374223868e+03
7.917144318155807241e+02 7.598675592260588928e+03 7.498550010831385407e+03
7.919760914497778685e+02 7.638301163565399293e+03 7.511318577926758735e+03
7.922377487607991497e+02 7.627883470895593746e+03 7.524096216132046720e+03
7.924994037473793469e+02 7.703048064255653117e+03 7.536882911902263913e+03
7.927610564082530118e+02 7.647910116725418447e+03 7.549678651675704714e+03
7.930227067421544689e+02 7.711420422738981870e+03 7.562483421874134365e+03
7.932843547478187247e+02 7.691719692840034440e+03 7.575297208902771672e+03
7.935460004239796490e+02 7.711180192638816152e+03 7.588119999150359035e+03
7.938076437693728167e+02 7.773614975740663795e+03 7.600951778989281593e+03
7.940692847827323249e+02 7.723464610016739243e+03 7.613792534775539025e+03
7.943309234627929527e+02 7.727835516187498797e+03 7.626642252848934731e+03
7.945925598082897068e+02 7.780911857637343928e+03 7.639500919532998523e+03
7.948541938179572526e+02 7.767680173417404148e+03 7.652368521135206720e+03
7.951158254905302556e+02 7.753490201111992974e+03 7.665245043946856640e+03
7.953774548247438361e+02 7.790084704084010809e+03 7.678130474243344906e+03
7.956390818193327732e+02 7.746342914489457144e+03 7.691024798284051940e+03
7.959007064730319598e+02 7.836406772426351381e+03 7.703928002312522949e+03
7.961623287845768573e+02 7.798579626844256381e+03 7.716840072556479754e+03
7.964239487527016763e+02 7.884366992511666467e+03 7.729760995227837157e+03
7.966855663761419919e+02 7.891095339404347214e+03 7.742690756522921220e+03
7.969471816536326969e+02 7.860760721396543886e+03 7.755629342622376498e+03
7.972087945839087979e+02 7.849361457253274239e+03 7.768576739691315197e+03
7.974704051657058699e+02 7.898777593384884312e+03 7.781532933879334450e+03
7.977320133977586920e+02 7.872700514661240959e+03 7.794497911320618186e+03
7.979936192788023845e+02 7.871715250304445362e+03 7.807471658133979872e+03
7.982552228075726362e+02 7.856042118197457057e+03 7.820454160422962559e+03
7.985168239828045671e+02 7.838240662582039477e+03 7.833445404275834335e+03
7.987784228032330702e+02 7.957572472987501897e+03 7.846445375765702920e+03
7.990400192675944027e+02 7.941616723685338002e+03 7.859454060950600251e+03
7.993016133746228888e+02 7.889608774796459329e+03 7.872471445873458833e+03
7.995632051230548996e+02 7.939739485079501719e+03 7.885497516562291821e+03
7.998247945116252140e+02 7.982353334903231371e+03 7.898532259030171190e+03
8.000863815390697482e+02 8.052681265639004778e+03 7.911575659275306862e+03
8.003479662041238498e+02 8.051133069987113231e+03 7.924627703281136746e+03
8.006095485055230938e+02 8.005444450150621378e+03 7.937688377016386767e+03
8.008711284420031689e+02 8.013780340778200298e+03 7.950757666435099054e+03
8.011327060122994226e+02 8.008267787614516237e+03 7.963835557476744725e+03
