# Fitted Temperatures:
# Downstream (K): 1790.5	1.1
# Upstream (K): 1821.0	3.0
# 
# Datacolumns:
# wavelength(nm)	DS_data	DS_fit
6.561547302076584174e+02 2.406128971664022174e+03 2.355459344721558864e+03
6.564174207661898208e+02 2.406919838266272563e+03 2.362299547816021459e+03
6.566801096596934713e+02 2.379127559632693192e+03 2.369152178768739759e+03
6.569427968868906191e+02 2.400416690212018693e+03 2.376017240315017261e+03
6.572054824465019465e+02 2.435224818382801004e+03 2.382894735149345706e+03
6.574681663372482490e+02 2.400873434636608636e+03 2.389784665925445097e+03
6.577308485578503223e+02 2.433716972763522335e+03 2.396687035256256422e+03
6.579935291070296444e+02 2.416181959301497500e+03 2.403601845713978037e+03
6.582562079835070108e+02 2.423176961113560992e+03 2.410529099829983352e+03
6.585188851860033310e+02 2.430997901341140278e+03 2.417468800094893140e+03
6.587815607132394007e+02 2.480992679490768296e+03 2.424420948958540976e+03
6.590442345639364703e+02 2.449222147068352115e+03 2.431385548830013704e+03
6.593069067368157903e+02 2.450415067879449907e+03 2.438362602077601878e+03
6.595695772305981563e+02 2.483330704117247024e+03 2.445352111028845684e+03
6.598322460440045916e+02 2.460336613063689128e+03 2.452354077970495382e+03
6.600949131757565738e+02 2.468100614844785014e+03 2.459368505148557233e+03
6.603575786245750123e+02 2.473746856963277878e+03 2.466395394768270307e+03
6.606202423891809303e+02 2.477751658254373524e+03 2.473434748994108759e+03
6.608829044682955782e+02 2.476092308371305535e+03 2.480486569949805471e+03
6.611455648606402065e+02 2.482149436034184873e+03 2.487550859718326137e+03
6.614082235649361792e+02 2.504680334263081022e+03 2.494627620341912916e+03
6.616708805799042921e+02 2.506096780608385416e+03 2.501716853822037137e+03
6.619335359042660230e+02 2.509801816112292272e+03 2.508818562119458420e+03
6.621961895367426223e+02 2.510920553652214949e+03 2.515932747154191475e+03
6.624588414760554542e+02 2.532750279501368823e+03 2.523059410805524749e+03
6.627214917209257692e+02 2.536998754725292656e+03 2.530198554912037707e+03
6.629841402700747039e+02 2.535683999919250709e+03 2.537350181271567180e+03
6.632467871222237363e+02 2.551413508726348482e+03 2.544514291641261480e+03
6.635094322760943442e+02 2.510956185784210902e+03 2.551690887737569938e+03
6.637720757304076642e+02 2.595713271910586627e+03 2.558879971236218807e+03
6.640347174838851743e+02 2.564226737696647888e+03 2.566081543772286295e+03
6.642973575352483522e+02 2.577668973060787266e+03 2.573295606940129346e+03
6.645599958832185621e+02 2.598862410477810045e+03 2.580522162293443216e+03
6.648226325265175092e+02 2.572768131182249363e+03 2.587761211345277843e+03
6.650852674638661028e+02 2.599756366318059463e+03 2.595012755567983277e+03
6.653479006939861620e+02 2.613134201240426137e+03 2.602276796393297900e+03
6.656105322155992781e+02 2.580726177454106164e+03 2.609553335212290222e+03
6.658731620274271563e+02 2.581771260154164338e+03 2.616842373375432544e+03
6.661357901281907061e+02 2.619880514362039321e+03 2.624143912192515927e+03
6.663984165166117464e+02 2.642854618286963614e+03 2.631457952932765238e+03
6.666610411914123233e+02 2.624626157767679615e+03 2.638784496824801863e+03
6.669236641513135737e+02 2.629298711346573782e+03 2.646123545056622788e+03
6.671862853950373164e+02 2.651774228382090314e+03 2.653475098775673814e+03
6.674489049213048020e+02 2.664839230472628060e+03 2.660839159088783617e+03
6.677115227288384176e+02 2.676701313591376220e+03 2.668215727062274709e+03
6.679741388163591864e+02 2.681822281128482700e+03 2.675604803721878852e+03
6.682367531825892684e+02 2.691877068583833079e+03 2.683006390052798452e+03
6.684993658262499139e+02 2.686723286889443443e+03 2.690420486999712921e+03
6.687619767460633966e+02 2.697703473141983068e+03 2.697847095466779137e+03
6.690245859407509670e+02 2.729711018615035755e+03 2.705286216317656908e+03
6.692871934090346713e+02 2.709116294891001417e+03 2.712737850375502603e+03
6.695497991496365557e+02 2.729679473716164921e+03 2.720201998423031455e+03
6.698124031612779845e+02 2.703387316527364874e+03 2.727678661202439343e+03
6.700750054426810038e+02 2.748722929855878647e+03 2.735167839415504204e+03
6.703376059925674326e+02 2.773294803369102738e+03 2.742669533723559198e+03
6.706002048096592034e+02 2.739400952420596695e+03 2.750183744747519995e+03
6.708628018926783625e+02 2.754191500629212442e+03 2.757710473067870680e+03
6.711253972403462740e+02 2.770509660010512107e+03 2.765249719224709224e+03
6.713879908513856662e+02 2.788063195076664215e+03 2.772801483717783867e+03
6.716505827245177898e+02 2.787144449361082479e+03 2.780365767006424448e+03
6.719131728584651455e+02 2.819043905483390517e+03 2.787942569509647001e+03
6.721757612519495524e+02 2.809389918914694135e+03 2.795531891606119189e+03
6.724383479036928293e+02 2.791008202479413740e+03 2.803133733634186228e+03
6.727009328124172498e+02 2.827417708525611033e+03 2.810748095891890443e+03
6.729635159768448602e+02 2.844904788664369789e+03 2.818374978636997639e+03
6.732260973956974794e+02 2.857908534281647917e+03 2.826014382086978458e+03
6.734886770676976084e+02 2.851852418122220115e+03 2.833666306419088414e+03
