# Wavelength calibration
# Source: 20260810_135352_C001H001S0001000001.tif
# Grating center wavelength: 700.0 nm
# Polynomial (highest order first): [np.float64(-1.082415994543798e-06), np.float64(0.17719322045398636), np.float64(610.0072640802747)]
# RMS residual: 0.02939 nm
#
# pixel  wavelength_nm  species  residual_nm
  24.465    614.3063  Ne I   -0.0353
  35.536    616.3594  Ne I   +0.0567
  66.025    621.7281  Ne I   +0.0264
  94.055    626.6495  Ne I   -0.0141
 132.356    633.4428  Ne I   +0.0019
 159.964    638.2991  Ne I   -0.0251
 170.818    640.2246  Ne I   -0.0189
 229.702    650.6528  Ne I   +0.0010
 244.586    653.2882  Ne I   +0.0067
 282.187    659.8953  Ne I   -0.0273
 326.973    667.8276  Ne I   -0.0013
 348.877    671.7043  Ne I   +0.0101
 469.381    692.9467  Ne I   +0.0068
 527.793    703.2413  Ne I   +0.0142
 648.874    724.5167  Ne I   -0.0110
 759.217    743.8898  Ne I   -0.0216
 796.199    750.3869  Ar I   -0.0153
 813.803    753.5774  Ne I   +0.0866
 870.953    763.5106  Ar I   -0.0026
 921.997    772.4207  Ar I   -0.0381
#
# pixel  wavelength_nm  counts
  850   759.8395  5776.0
  851   760.0148  5842.0
  852   760.1902  5855.0
  853   760.3655  5913.0
  854   760.5409  5947.0
  855   760.7162  5918.0
  856   760.8915  5853.0
  857   761.0669  5794.0
  858   761.2422  5884.0
  859   761.4175  5915.0
  860   761.5929  5943.0
  861   761.7682  5811.0
  862   761.9435  5826.0
  863   762.1189  5912.0
  864   762.2942  5872.0
  865   762.4695  5957.0
  866   762.6448  6078.0
  867   762.8201  6130.0
  868   762.9955  6041.0
  869   763.1708  6306.0
  870   763.3461  6503.0
  871   763.5214  6524.0
  872   763.6967  6430.0
  873   763.8720  6319.0
  874   764.0473  6111.0
  875   764.2226  5984.0
  876   764.3979  6093.0
  877   764.5732  6062.0
  878   764.7485  5889.0
  879   764.9238  5740.0
  880   765.0991  5741.0
  881   765.2744  5808.0
  882   765.4496  5810.0
  883   765.6249  5858.0
  884   765.8002  5980.0
  885   765.9755  5791.0
  886   766.1508  5789.0
  887   766.3260  5813.0
  888   766.5013  5887.0
  889   766.6766  5836.0
  890   766.8518  5943.0
  891   767.0271  5806.0
  892   767.2024  5807.0
  893   767.3776  5746.0
  894   767.5529  5694.0
  895   767.7282  5852.0
  896   767.9034  5836.0
  897   768.0787  5824.0
  898   768.2539  5949.0
  899   768.4292  6092.0
  900   768.6044  5702.0
  901   768.7796  5701.0
  902   768.9549  5799.0
  903   769.1301  5756.0
  904   769.3054  5777.0
  905   769.4806  5819.0
  906   769.6558  5784.0
  907   769.8311  5824.0
  908   770.0063  5852.0
  909   770.1815  5766.0
  910   770.3567  5930.0
  911   770.5320  5866.0
  912   770.7072  5796.0
  913   770.8824  5835.0
  914   771.0576  5748.0
  915   771.2328  5779.0
  916   771.4080  5887.0
  917   771.5833  5902.0
  918   771.7585  5951.0
  919   771.9337  5978.0
  920   772.1089  6069.0
  921   772.2841  6187.0
  922   772.4593  6175.0
  923   772.6345  6305.0
  924   772.8097  5977.0
  925   772.9849  5939.0
  926   773.1600  5950.0
  927   773.3352  5921.0
  928   773.5104  5834.0
  929   773.6856  5919.0
  930   773.8608  5958.0
  931   774.0360  5998.0
  932   774.2111  5805.0
  933   774.3863  5828.0
  934   774.5615  5857.0
  935   774.7367  5737.0
  936   774.9118  5981.0
  937   775.0870  5840.0
  938   775.2621  5814.0
  939   775.4373  5821.0
  940   775.6125  5998.0
  941   775.7876  5962.0
  942   775.9628  5925.0
  943   776.1379  5887.0
  944   776.3131  5845.0
  945   776.4882  5899.0
  946   776.6634  5908.0
  947   776.8385  5863.0
  948   777.0137  6062.0
  949   777.1888  5916.0
  950   777.3639  5982.0
  951   777.5391  5983.0
  952   777.7142  5999.0
  953   777.8893  5948.0
  954   778.0645  6033.0
  955   778.2396  6006.0
  956   778.4147  6045.0
  957   778.5898  5978.0
  958   778.7650  6117.0
  959   778.9401  5911.0
  960   779.1152  5668.0
  961   779.2903  5724.0
  962   779.4654  5884.0
  963   779.6405  6052.0
  964   779.8156  5644.0
  965   779.9907  5852.0
  966   780.1659  5796.0
  967   780.3410  5954.0
  968   780.5161  5703.0
  969   780.6911  5672.0
  970   780.8662  5756.0
  971   781.0413  5753.0
  972   781.2164  6071.0
  973   781.3915  6005.0
  974   781.5666  6073.0
  975   781.7417  6184.0
  976   781.9168  5802.0
  977   782.0918  5662.0
  978   782.2669  5780.0
  979   782.4420  5758.0
  980   782.6171  6019.0
  981   782.7921  6132.0
  982   782.9672  5989.0
  983   783.1423  6184.0
  984   783.3173  6005.0
  985   783.4924  5902.0
  986   783.6675  6105.0
  987   783.8425  6124.0
  988   784.0176  6019.0
  989   784.1926  6046.0
  990   784.3677  6109.0
  991   784.5427  6304.0
  992   784.7178  6398.0
  993   784.8928  6533.0
  994   785.0679  6725.0
  995   785.2429  6751.0
  996   785.4179  6561.0
  997   785.5930  6634.0
  998   785.7680  6678.0
  999   785.9430  6558.0
 1000   786.1181  6469.0
 1001   786.2931  6540.0
 1002   786.4681  6617.0
 1003   786.6431  6747.0
 1004   786.8182  7080.0
 1005   786.9932  7035.0
 1006   787.1682  6927.0
 1007   787.3432  6810.0
 1008   787.5182  6688.0
 1009   787.6932  6702.0
 1010   787.8682  6716.0
 1011   788.0432  6817.0
 1012   788.2183  7118.0
 1013   788.3933  7040.0
 1014   788.5683  6999.0
 1015   788.7433  6943.0
 1016   788.9182  6908.0
 1017   789.0932  7085.0
 1018   789.2682  7242.0
 1019   789.4432  7366.0
 1020   789.6182  7246.0
 1021   789.7932  7155.0
 1022   789.9682  7310.0
 1023   790.1431  7296.0
