# Wavelength calibration
# Source: 20260810_135352_C001H001S0001000001.tif
# Grating center wavelength: 700.0 nm
# Polynomial (highest order first): [np.float64(-6.295521306749217e-09), np.float64(7.656898793276602e-06), np.float64(-0.16204872591505995), np.float64(815.8693669957287)]
# RMS residual: 0.25717 nm
#
# pixel  wavelength_nm  species  residual_nm
  24.683    811.5311  Ar I   -0.3429
  35.623    810.3693  Ar I   +0.2632
  94.046    800.6157  Ar I   -0.0761
 132.655    794.8176  Ar I   +0.3248
 269.064    772.3761  Ar I   -0.3235
 326.972    763.5106  Ar I   +0.0281
 404.755    751.4652  Ar I   +0.3488
 410.779    750.3869  Ar I   +0.2282
 482.755    738.3980  Ar I   -0.3177
 492.195    737.2118  Ar I   -0.0023
 546.100    728.1349  He I   -0.4978
 595.905    720.6980  Ar I   +0.0075
 634.908    714.7042  Ar I   +0.2456
 684.214    706.5188  He I   -0.0425
 748.070    696.5431  Ar I   +0.2481
 922.784    667.8151  He I   -0.0915
#
# pixel  wavelength_nm  counts
  878   675.2321  5889.0
  879   675.0690  5740.0
  880   674.9058  5741.0
  881   674.7426  5808.0
  882   674.5793  5810.0
  883   674.4161  5858.0
  884   674.2528  5980.0
  885   674.0896  5791.0
  886   673.9263  5789.0
  887   673.7629  5813.0
  888   673.5996  5887.0
  889   673.4363  5836.0
  890   673.2729  5943.0
  891   673.1095  5806.0
  892   672.9461  5807.0
  893   672.7827  5746.0
  894   672.6192  5694.0
  895   672.4558  5852.0
  896   672.2923  5836.0
  897   672.1288  5824.0
  898   671.9653  5949.0
  899   671.8017  6092.0
  900   671.6382  5702.0
  901   671.4746  5701.0
  902   671.3110  5799.0
  903   671.1474  5756.0
  904   670.9838  5777.0
  905   670.8201  5819.0
  906   670.6564  5784.0
  907   670.4928  5824.0
  908   670.3291  5852.0
  909   670.1653  5766.0
  910   670.0016  5930.0
  911   669.8378  5866.0
  912   669.6740  5796.0
  913   669.5102  5835.0
  914   669.3464  5748.0
  915   669.1826  5779.0
  916   669.0187  5887.0
  917   668.8548  5902.0
  918   668.6909  5951.0
  919   668.5270  5978.0
  920   668.3631  6069.0
  921   668.1991  6187.0
  922   668.0352  6175.0
  923   667.8712  6305.0
  924   667.7072  5977.0
  925   667.5431  5939.0
  926   667.3791  5950.0
  927   667.2150  5921.0
  928   667.0509  5834.0
  929   666.8868  5919.0
  930   666.7227  5958.0
  931   666.5585  5998.0
  932   666.3943  5805.0
  933   666.2301  5828.0
  934   666.0659  5857.0
  935   665.9017  5737.0
  936   665.7374  5981.0
  937   665.5732  5840.0
  938   665.4089  5814.0
  939   665.2446  5821.0
  940   665.0802  5998.0
  941   664.9159  5962.0
  942   664.7515  5925.0
  943   664.5871  5887.0
  944   664.4227  5845.0
  945   664.2583  5899.0
  946   664.0938  5908.0
  947   663.9294  5863.0
  948   663.7649  6062.0
  949   663.6003  5916.0
  950   663.4358  5982.0
  951   663.2712  5983.0
  952   663.1067  5999.0
  953   662.9421  5948.0
  954   662.7775  6033.0
  955   662.6128  6006.0
  956   662.4482  6045.0
  957   662.2835  5978.0
  958   662.1188  6117.0
  959   661.9541  5911.0
  960   661.7893  5668.0
  961   661.6245  5724.0
  962   661.4598  5884.0
  963   661.2950  6052.0
  964   661.1301  5644.0
  965   660.9653  5852.0
  966   660.8004  5796.0
  967   660.6355  5954.0
  968   660.4706  5703.0
  969   660.3057  5672.0
  970   660.1407  5756.0
  971   659.9758  5753.0
  972   659.8108  6071.0
  973   659.6457  6005.0
  974   659.4807  6073.0
  975   659.3156  6184.0
  976   659.1506  5802.0
  977   658.9854  5662.0
  978   658.8203  5780.0
  979   658.6552  5758.0
  980   658.4900  6019.0
  981   658.3248  6132.0
  982   658.1596  5989.0
  983   657.9944  6184.0
  984   657.8291  6005.0
  985   657.6638  5902.0
  986   657.4985  6105.0
  987   657.3332  6124.0
  988   657.1679  6019.0
  989   657.0025  6046.0
  990   656.8371  6109.0
  991   656.6717  6304.0
  992   656.5063  6398.0
  993   656.3408  6533.0
  994   656.1753  6725.0
  995   656.0098  6751.0
  996   655.8443  6561.0
  997   655.6788  6634.0
  998   655.5132  6678.0
  999   655.3476  6558.0
 1000   655.1820  6469.0
 1001   655.0164  6540.0
 1002   654.8507  6617.0
 1003   654.6851  6747.0
 1004   654.5194  7080.0
 1005   654.3536  7035.0
 1006   654.1879  6927.0
 1007   654.0221  6810.0
 1008   653.8563  6688.0
 1009   653.6905  6702.0
 1010   653.5247  6716.0
 1011   653.3588  6817.0
 1012   653.1929  7118.0
 1013   653.0270  7040.0
 1014   652.8611  6999.0
 1015   652.6951  6943.0
 1016   652.5292  6908.0
 1017   652.3632  7085.0
 1018   652.1972  7242.0
 1019   652.0311  7366.0
 1020   651.8650  7246.0
 1021   651.6990  7155.0
 1022   651.5328  7310.0
 1023   651.3667  7296.0
